name|descriptor|acid|air|chaotic|cold|curse|darkness|death|disease|earth|electricity|emotion|evil|fear|fire|force|good|language_dependent|lawful|light|mind_affecting|pain|poison|shadow|sonic|water|meditative|school|subschool|casting_time|components|costly_components|material_costs|verbal|somatic|material|focus|divine_focus|range|area|targets|duration|dismissible|shapeable|saving_throw|spell_resistence|effect|short_description|description|description_formated|source|SLA_Level|spell_level|sorcerer|wizard|cleric|druid|ranger|bard|paladin|alchemist|summoner|witch|inquisitor|oracle|antipaladin|magus|adept|bloodrager|shaman|psychic|medium|mesmerist|occultist|spiritualist|skald|investigator|hunter|domain|bloodline|patron|mythic_text|augmented|mythic
Certain Grip||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S, M/DF (a tiny ball of tar)|0|NULL|1|1|1|0|1|touch||creature touched|10 minutes/level|1|0|Will negates (harmless)|yes (harmless)||You gain a +4 competence bonus on Acrobatics and Climb checks and to CMD.|The subject's grip and footing become sure, granting a +4 competence bonus on Climb checks, on Acrobatics checks to balance, and to CMD against bull rush, drag, reposition, and trip attempts. While affected by this spell, the target is also immune to the disarm combat maneuver.|<p>The subject's grip and footing become sure, granting a +4 competence bonus on Climb checks, on Acrobatics checks to balance, and to CMD against bull rush, drag, reposition, and trip attempts. While affected by this spell, the target is also immune to the disarm combat maneuver.</p>|Ultimate Combat|2|alchemist 2, druid 2, sorcerer/wizard 2, bloodrager 2, occultist 2|2|2|NULL|2|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|2||||||0
Chain Lightning|electricity|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S, F (a bit of fur; a piece of amber, glass, or a crystal rod; plus one silver pin per caster level)|0|NULL|1|1|0|0|0|long (400 ft. + 40 ft./level)||one primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)|instantaneous|0|0|Reflex half|yes||1d6/level damage and 1 secondary bolt/level.|This spell creates an electrical discharge that begins as a single stroke commencing from your fingertips. Unlike lightning bolt, chain lightning strikes one object or creature initially, then arcs to other targets. The bolt deals 1d6 points of electricity damage per caster level (maximum 20d6) to the primary target. After it strikes, lightning can arc to a number of secondary targets equal to your caster level (maximum 20). The secondary bolts each strike one target and deal as much damage as the primary bolt. Each target can attempt a Reflex saving throw for half damage. The Reflex DC to halve the damage of the secondary bolts is 2 lower than the DC to halve the damage of the primary bolt. You choose secondary targets as you like, but they must all be within 30 feet of the primary target, and no target can be struck more than once. You can choose to affect fewer secondary targets than the maximum.|<p>This spell creates an electrical discharge that begins as a single stroke commencing from your fingertips. Unlike <i>lightning bolt</i>, <i>chain lightning</i> strikes one object or creature initially, then arcs to other targets.</p><p>The bolt deals 1d6 points of electricity damage per caster level (maximum 20d6) to the primary target. After it strikes, lightning can arc to a number of secondary targets equal to your caster level (maximum 20). The secondary bolts each strike one target and deal as much damage as the primary bolt.</p><p>Each target can attempt a Reflex saving throw for half damage.</p><p>The Reflex DC to halve the damage of the secondary bolts is 2 lower than the DC to halve the damage of the primary bolt. You choose secondary targets as you like, but they must all be within 30 feet of the primary target, and no target can be struck more than once. You can choose to affect fewer secondary targets than the maximum.</p>|PFRPG Core|6|sorcerer/wizard 6, witch 7, magus 6, occultist 6|6|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|7|NULL|NULL|NULL|6|NULL|NULL|NULL|NULL|NULL|NULL|6|NULL|NULL|NULL|NULL|Air (6)|Djinni (13), Stormborn (13)||This spell deals 1d10 points of damage per caster level (maximum 20d10) and the save DC isn't reduced for secondary targets. Secondary targets have to be within 30 feet of any other target, not necessarily the primary target.||1
Chain of Perdition|force|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S, M/DF (chain link)|0|NULL|1|1|1|0|1|close (25 ft. + 5 ft./2 levels)|||1 round/level|1|0|none|yes|10-ft. chain|Creates a floating chain of force.|A floating chain of force with hooks at each end appears within an unoccupied space of your choosing within range. This chain is a Medium object that has a 10-foot reach. Physical attacks cannot hit or harm the chain of perdition, but dispel magic, disintegrate, a sphere of annihilation, or a rod of cancellation affects it normally. The chain's AC against touch attacks is 10 + your Charisma modifier (sorcerer), Intelligence modifier (wizard), or Wisdom modifier (cleric). The chain can perform the dirty trick (blind or entangle), drag, reposition, and trip combat maneuvers, using your caster level in place of your Combat Maneuver Bonus, and your Charisma modifier (sorcerer), Intelligence modifier (wizard), or Wisdom modifier (cleric) in place of your Strength or Dexterity modifier. The chain does not provoke attacks of opportunity for making combat maneuvers. It suffers no penalty or miss chance due to darkness, invisibility, or other forms of concealment. As a move action, you can move the chain up to 30 feet. If the chain goes beyond the spell's range or out of your sight, it returns to you. If a creature that the chain attacks has spell resistance, you must make a caster level check (1d20 + caster level) against that spell resistance the first time the chain performs a successful maneuver against that creature. If the chain is successfully resisted, the spell is dispelled. If not, the weapon has its normal full effect on that creature for the duration of the spell.|<p>A floating chain of force with hooks at each end appears within an unoccupied space of your choosing within range. This chain is a Medium object that has a 10-foot reach. Physical attacks cannot hit or harm the chain of perdition, but dispel magic, disintegrate, a sphere of annihilation, or a rod of cancellation affects it normally. The chain's AC against touch attacks is 10 + your Charisma modifier (sorcerer), Intelligence modifier (wizard), or Wisdom modifier (cleric).</p><p>The chain can perform the dirty trick (blind or entangle), drag, reposition, and trip combat maneuvers, using your caster level in place of your Combat Maneuver Bonus, and your Charisma modifier (sorcerer), Intelligence modifier (wizard), or Wisdom modifier (cleric) in place of your Strength or Dexterity modifier. The chain does not provoke attacks of opportunity for making combat maneuvers. It suffers no penalty or miss chance due to darkness, invisibility, or other forms of concealment.</p><p>As a move action, you can move the chain up to 30 feet. If the chain goes beyond the spell's range or out of your sight, it returns to you.</p><p>If a creature that the chain attacks has spell resistance, you must make a caster level check (1d20 + caster level) against that spell resistance the first time the chain performs a successful maneuver against that creature. If the chain is successfully resisted, the spell is dispelled. If not, the weapon has its normal full effect on that creature for the duration of the spell.</p>|Ultimate Combat|3|cleric/oracle 3, sorcerer/wizard 3, bloodrager 3, psychic 3|3|3|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Psychopomp (3)|||||0
Chains of Fire|fire|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S, F (a drop of oil and a small piece of flint)|0|NULL|1|1|0|0|0|medium (100 ft. + 10 ft./level)||one primary target, plus one secondary target/level (each of which must be within 30 ft. of the primary target)|instantaneous|0|0|Reflex half|yes|||This spell functions like chain lightning, except as noted above, and the spell deals fire damage instead of electricity damage.|<p>This spell functions like <i>chain lightning</i>, except as noted above, and the spell deals fire damage instead of electricity damage.</p>|Advanced Race Guide|6|magus 6, sorcerer/wizard 6|6|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Chains of Light|good|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, F (a length of fine golden chain)|0|NULL|1|1|0|0|0|short (25 ft. + 5 ft./level)||one creature|1 round/level|1|0|Reflex negates|no|||A creature targeted by this spell is held immobile by glowing golden chains composed of pure light. The creature is paralyzed and held in place, but may attempt a new saving throw each round to end the effect. While held by the golden chains, a creature cannot use any sort of extradimensional travel, such as astral projection, blink, dimension door, ethereal jaunt, etherealness, gate, maze, plane shift, shadow walk, teleport, and similar spells and spell-like abilities. The spell does not affect creatures that are already in ethereal or astral form when the spell is cast.|<p>A creature targeted by this spell is held immobile by glowing golden chains composed of pure light. The creature is paralyzed and held in place, but may attempt a new saving throw each round to end the effect. While held by the golden chains, a creature cannot use any sort of extradimensional travel, such as <i>astral projection</i>, <i>blink</i>, <i>dimension door</i>, <i>ethereal jaunt</i>, <i>etherealness</i>, <i>gate</i>, <i>maze</i>, <i>plane shift</i>, <i>shadow walk</i>, <i>teleport</i>, and similar spells and spell-like abilities. The spell does not affect creatures that are already in ethereal or astral form when the spell is cast.</p>|Champions Of Purity|6|cleric/oracle 6, inquisitor 5, paladin 4, sorcerer/wizard 6|6|6|6|NULL|NULL|NULL|4|NULL|NULL|NULL|5|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Challenge Evil|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 standard action|V, DF|0|NULL|1|0|0|0|1|close (25 ft. + 5 ft./2 levels)||one evil creature|1 minute/level|1|0|Will negates|yes||Sickens creature if it refuses to fight you.|You challenge an evil creature to bring the fight to you, or suffer the consequences. You gain a +2 sacred bonus on all melee attacks against the subject of the spell. At the end of its turn, if the target has not made at least one attack on you, it becomes sickened. If you move away from the target, the spell ends.|<p>You challenge an evil creature to bring the fight to you, or suffer the consequences. You gain a +2 sacred bonus on all melee attacks against the subject of the spell. At the end of its turn, if the target has not made at least one attack on you, it becomes sickened. If you move away from the target, the spell ends.</p>|APG|1|paladin 1|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Chameleon Scales||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|personal||you|10 minutes/level|1|0|||||You temporarily alter the color of your skin, hide, or scales to another option legal for your race. You take no penalty for using Disguise to appear as a member of a different race as long as that race has the same type and color of skin, hide, or scales as you.|<p>You temporarily alter the color of your skin, hide, or scales to another option legal for your race. You take no penalty for using Disguise to appear as a member of a different race as long as that race has the same type and color of skin, hide, or scales as you.</p>|Kobolds Of Golarion|0|alchemist 1, druid 0, ranger 1, sorcerer/wizard 0|0|0|NULL|0|1|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|0||||||0
Chameleon Stride||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|illusion|glamer|1 standard action|V, S, DF|0|NULL|1|1|0|0|1|personal||you|1 minute/level|0|0||||Gives a +4 bonus on Stealth checks and concealment.|You fade into the background, and while you are not truly invisible, you are hard to pinpoint due to your translucent state. While under the effects of this spell, you gain a +4 bonus on Stealth checks and have concealment from creatures more than 5 feet away (attacks have a 20% miss chance).|<p>You fade into the background, and while you are not truly invisible, you are hard to pinpoint due to your translucent state.</p><p>While under the effects of this spell, you gain a +4 bonus on Stealth checks and have concealment from creatures more than 5 feet away (attacks have a 20% miss chance).</p>|APG|2|ranger 2|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2||||||0
Chameleon Stride, Greater||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|illusion|glamer|1 standard action|V, S, DF|0|NULL|1|1|0|0|1|5 ft.|allies in a 10-ft.-radius emanation centered on you||1 minute/level (see text)|0|0||||As chameleon strideAPG, but affecting all nearby creatures.|This spell functions as chameleon stride (Pathfinder RPG Advanced Player's Guide 210), except it confers its bonuses upon all allies within 10 feet of you at the time the spell is cast. Those affected by this spell are able to see each other and themselves as if they were unaffected by the spell. If an affected creature moves out of the area, it loses the benefit of the spell. Creatures that move into the area after the spell is cast do not gain its benefit.|<p>This spell functions as <i>chameleon stride</i> (Pathfinder RPG Advanced Player's Guide 210), except it confers its bonuses upon all allies within 10 feet of you at the time the spell is cast. Those affected by this spell are able to see each other and themselves as if they were unaffected by the spell. If an affected creature moves out of the area, it loses the benefit of the spell. Creatures that move into the area after the spell is cast do not gain its benefit.</p>|Advanced Class Guide|3|ranger 3|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3||||||0
Champion's Bout|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 round|V, S|0|NULL|1|1|0|0|0|medium (100 ft. + 10 ft./level)||two creatures|1 round/level|0|0|Will negates (see text)|yes (see text)|||You allow two chosen champions to fight without interference. The two creatures must be willing in order for the spell to work. After you cast this spell, any creature attempting to aid or hinder either of the two targets in any way must succeed at a Will save or lose its action instead (spell resistance applies). A creature that fails its Will save against champion's bout cannot attempt to interfere again. If a creature successfully interferes with the bout, the spell ends immediately.|<p>You allow two chosen champions to fight without interference. The two creatures must be willing in order for the spell to work. After you cast this spell, any creature attempting to aid or hinder either of the two targets in any way must succeed at a Will save or lose its action instead (spell resistance applies). A creature that fails its Will save against champion's bout cannot attempt to interfere again. If a creature successfully interferes with the bout, the spell ends immediately.</p>|Inner Sea Races|3|bard 3, cleric/oracle 3, mesmerist 3|NULL|NULL|3|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL||||||0
Changestaff||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 round|V, S, F (a quarterstaff that has been carved and polished for 28 days)|0|NULL|1|1|0|0|0|touch||your touched staff|1 hour/level|1|0|none|no||Your staff becomes a treant on command.|You change a specially prepared quarterstaff into a Huge treant-like creature (see the Pathfinder RPG Bestiary), about 24 feet tall. When you plant the end of the staff in the ground and speak a special command to conclude the casting of the spell, your staff turns into a creature that looks and fights just like a treant. The staff-treant defends you and obeys any spoken commands. However, it is by no means a true treant; it cannot converse with actual treants or control trees. If the staff-treant is reduced to 0 or fewer hit points, it crumbles to powder and the staff is destroyed. Otherwise, the staff returns to its normal form when the spell duration expires (or when the spell is dismissed), and it can be used as the focus for another casting of the spell. The staff-treant is always at full strength when created, despite any wounds it may have incurred the last time it appeared.|<p>You change a specially prepared quarterstaff into a Huge treant-like creature (see the <i>Pathfinder RPG</i> Bestiary), about 24 feet tall.</p><p>When you plant the end of the staff in the ground and speak a special command to conclude the casting of the spell, your staff turns into a creature that looks and fights just like a treant.</p><p>The staff-treant defends you and obeys any spoken commands.</p><p>However, it is by no means a true treant; it cannot converse with actual treants or control trees. If the staff-treant is reduced to 0 or fewer hit points, it crumbles to powder and the staff is destroyed.</p><p>Otherwise, the staff returns to its normal form when the spell duration expires (or when the spell is dismissed), and it can be used as the focus for another casting of the spell. The staff-treant is always at full strength when created, despite any wounds it may have incurred the last time it appeared.</p>|PFRPG Core|7|druid 7|NULL|NULL|NULL|7|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||The treant-like creature created with this spell is considered a mythic creature, and it gains DR 10/epic and slashing instead of gaining DR 10/slashing.|Augmented (7th): If you expend two uses of mythic power, the creature gains the savage mythic template (see page 224).|1
Channel the Gift||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|touch||ally spellcaster touched|1 round or see text|0|0|Will negates (harmless) or none|yes (harmless) or no|||You channel your magical power to fuel the target's spellcasting. The next spell the target casts of 3rd level or lower does not expend a spell slot; in effect, you are using your spell slot to power the target's spell. The target must start casting this spell before your next turn, and the spell cannot have a casting time longer than 1 full round. Your alignment, prohibited wizard school, and other restrictions on your own spellcasting do not affect the target, nor do you suffer any backlash from the target's choice of spell. If you target yourself with this spell, you may spontaneously cast any prepared spell of 3rd level or lower without expending its spell slot on your next turn (this aspect of the spell has no effect if you are a spontaneous caster). The spell that's cast after channel the gift cannot have a casting time longer than 1 full round.|<p>You channel your magical power to fuel the target's spellcasting.</p><p>The next spell the target casts of 3rd level or lower does not expend a spell slot; in effect, you are using your spell slot to power the target's spell. The target must start casting this spell before your next turn, and the spell cannot have a casting time longer than 1 full round. Your alignment, prohibited wizard school, and other restrictions on your own spellcasting do not affect the target, nor do you suffer any backlash from the target's choice of spell.</p><p>If you target yourself with this spell, you may spontaneously cast any prepared spell of 3rd level or lower without expending its spell slot on your next turn (this aspect of the spell has no effect if you are a spontaneous caster). The spell that's cast after <i>channel the gift</i> cannot have a casting time longer than 1 full round.</p>|Inner Sea Gods|3|bard 3, cleric/oracle 3, druid 3, ranger 3, sorcerer/wizard 3, witch 3|3|3|3|3|3|3|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3||||||0
Channel Vigor||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S|0|NULL|1|1|0|0|0|personal||you|1 round/level|0|0|||||You focus the energy of your mind, body, and spirit into a specific part of your being, granting yourself an exceptional ability to perform certain tasks. When you cast the spell, choose one of the following portions of your self as your focus target. Thereafter, you may change the focus target as a move action. You can gain the benefit of only one channel vigor spell at a time. Limbs: You gain the benefits of a haste spell. Mind: You gain a +4 competence bonus on Knowledge and Perception skill checks and on ranged attack rolls. Spirit: You gain a +6 competence bonus on Will saving throws and Bluff and Intimidate checks. Torso: You gain a +6 competence bonus on Fortitude saving throws and concentration checks.|<p>You focus the energy of your mind, body, and spirit into a specific part of your being, granting yourself an exceptional ability to perform certain tasks. When you cast the spell, choose one of the following portions of your self as your focus target. Thereafter, you may change the focus target as a move action. You can gain the benefit of only one <i>channel vigor</i> spell at a time.</p><p><i>Limbs</i>: You gain the benefits of a <i>haste</i> spell.</p><p><i>Mind</i>: You gain a +4 competence bonus on Knowledge and Perception skill checks and on ranged attack rolls.</p><p><i>Spirit</i>: You gain a +6 competence bonus on Will saving throws and Bluff and Intimidate checks.</p><p><i>Torso</i>: You gain a +6 competence bonus on Fortitude saving throws and concentration checks.</p>|Inner Sea Gods|3|alchemist 3, cleric/oracle 3, inquisitor 3, magus 3|NULL|NULL|3|NULL|NULL|NULL|NULL|3|NULL|NULL|3|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Chaos Hammer|chaotic|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S|0|NULL|1|1|0|0|0|medium (100 ft. + 10 ft./level)|20-ft.-radius burst||instantaneous (1d6 rounds); see text|0|0|Will partial; see text|yes||Harms and slows lawful creatures (1d8 damage/2 levels).|You unleash chaotic power to smite your enemies. The power takes the form of a multicolored explosion of leaping, ricocheting energy. Only lawful and neutral (not chaotic) creatures are harmed by the spell. The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to lawful creatures (or 1d6 points of damage per caster level, maximum 10d6, to lawful outsiders) and slows them for 1d6 rounds (see the slow spell). A successful Will save reduces the damage by half and negates the slow effect. The spell deals only half damage against creatures who are neither lawful nor chaotic, and they are not slowed. Such a creature can reduce the damage by half again (down to one-quarter) with a successful Will save.|<p>You unleash chaotic power to smite your enemies. The power takes the form of a multicolored explosion of leaping, ricocheting energy. Only lawful and neutral (not chaotic) creatures are harmed by the spell.</p><p>The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to lawful creatures (or 1d6 points of damage per caster level, maximum 10d6, to lawful outsiders) and <i>slow</i>s them for 1d6 rounds (see the <i>slow</i> spell). A successful Will save reduces the damage by half and negates the <i>slow</i> effect.</p><p>The spell deals only half damage against creatures who are neither lawful nor chaotic, and they are not <i>slow</i>ed. Such a creature can reduce the damage by half again (down to one-quarter) with a successful Will save.</p>|PFRPG Core|4|cleric/oracle 4, inquisitor 4|NULL|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Chaos (4)|||The damage dealt to lawful outsiders increases to 1d10 points of damage per caster level (maximum 10d10), and the damage dealt to other lawful creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration of slow increases to 2d6 rounds. Lawful creatures that succeed at their saves are slowed for 1 round.||1
Charge Object||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||10 minutes|V, S|0|NULL|1|1|0|0|0|touch||object touched|permanent|0|0|none; see text|no||Infuse psychic energy and ownership history into an item.|You charge an item with minor psychic energy. The item can be detected by the detect psychic significance spell. If you wish, you can imprint the item with your ownership history. Spells such as object reading a nd u ses o f t he p sychometry o ccult skill unlock (see page 196) can reveal any information about yourself you impart into the object, including your name, alignment, profession, and a summary of your experiences with the item. You can't impart false information into the object, but you can omit any details you'd prefer not to divulge. If the target object is already psychically charged, you can add more information to it, but you can't use charge object t o e rase existing psychic information.|<p>You charge an item with minor psychic energy. The item can be detected by the <i>detect psychic significance</i> spell. If you wish, you can imprint the item with your ownership history. Spells such as <i>object reading</i> a nd u ses o f t he p sychometry o ccult skill unlock (see page 196) can reveal any information about yourself you impart into the object, including your name, alignment, profession, and a summary of your experiences with the item. You can't impart false information into the object, but you can omit any details you'd prefer not to divulge. If the target object is already psychically charged, you can add more information to it, but you can't use <i>charge object</i> t o e rase existing psychic information.</p>|Occult Adventures|1|medium 1, mesmerist 1, occultist 1, psychic 1, spiritualist 1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|1|1|1|NULL|NULL|NULL||||||0
Charitable Impulse|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 standard action|V, S, F/DF (a miniature collection plate)|0|NULL|1|1|0|0|1|close (25 ft. + 5 ft./2 levels)||one humanoid creature|1 round/level|0|0|Will negates|yes|||This spell makes a creature more charitable, compelling it to aid others rather than use violence. An affected creature practices nonviolent combat behaviors according to the following list of priorities, beginning with the first priority. The subject continues to perform a priority until he can no longer fulfill its demands (at which point he moves to the next priority) or until the spell ends, whichever comes first. 1st Priority: Heal injured creatures within 30 feet, beginning with the closest creatures and using whatever methods the subject has at hand (including potions, spells, and so on). 2nd Priority: The subject gives his weapon away to the nearest creature within 30 feet who will accept it. If no creature accepts the weapon, the subject drops the weapon on the ground. 3rd Priority: Cast beneficial spells and/or use beneficial magic items (including potions, wands, and so on) on creatures within 30 feet, starting with the closest creatures. 4th Priority: The subject gives away his non-worn possessions-the contents of a backpack or similar item count as one item each, as does the container itself-to creatures within 30 feet. If no creature accepts the items, the subject drops the items on the ground. 5th Priority: The subject gives away his remaining possessions (including his armor, boots, cloak, and so on) to creatures within 30 feet. If no creature accepts the items, the subject drops them on the ground. If the subject fulfills all five priorities, the spell effect ends. The subject cannot attack or take attacks of opportunity, but can defend himself as normal. If the subject is attacked, the spell's effect immediately ends.|<p>This spell makes a creature more charitable, compelling it to aid others rather than use violence. An affected creature practices nonviolent combat behaviors according to the following list of priorities, beginning with the first priority. The subject continues to perform a priority until he can no longer fulfill its demands (at which point he moves to the next priority) or until the spell ends, whichever comes first. <i>1st Priority</i>: Heal injured creatures within 30 feet, beginning with the closest creatures and using whatever methods the subject has at hand (including potions, spells, and so on). <i>2nd Priority</i>: The subject gives his weapon away to the nearest creature within 30 feet who will accept it. If no creature accepts the weapon, the subject drops the weapon on the ground. <i>3rd Priority</i>: Cast beneficial spells and/or use beneficial magic items (including potions, wands, and so on) on creatures within 30 feet, starting with the closest creatures. <i>4th Priority</i>: The subject gives away his non-worn possessions-the contents of a backpack or similar item count as one item each, as does the container itself-to creatures within 30 feet. If no creature accepts the items, the subject drops the items on the ground. <i>5th Priority</i>: The subject gives away his remaining possessions (including his armor, boots, cloak, and so on) to creatures within 30 feet. If no creature accepts the items, the subject drops them on the ground. If the subject fulfills all five priorities, the spell effect ends. The subject cannot attack or take attacks of opportunity, but can defend himself as normal. If the subject is attacked, the spell's effect immediately ends.</p>|Chronicle Of The Righteous|3|bard 2, cleric/oracle 3, sorcerer/wizard 3, witch 3|3|3|3|NULL|NULL|2|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Charm Animal|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|charm|1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one animal|1 hour/level|0|0|Will negates|yes||Makes one animal your friend.|This spell functions like charm person, except that it affects a creature of the animal type.|<p>This spell functions like <i>charm person</i>, except that it affects a creature of the animal type.</p>|PFRPG Core|1|druid 1, ranger 1, shaman 1, psychic 1|NULL|NULL|NULL|1|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|1|NULL|NULL|NULL|NULL|NULL|NULL|1||Pestilence (3)|Animals (2)|||0
Charm Fey|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one fey creature|1 hour/level|0|0|Will negates|yes|||This spell functions as charm person, except it affects a fey instead of a humanoid.|<p>This spell functions as <i>charm person</i>, except it affects a fey instead of a humanoid.</p>|The First World Realm Of The Fey|1|bard 1, sorcerer/wizard 1|1|1|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Charm Monster|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|charm|1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one living creature|1 day/level|0|0|Will negates|yes||Makes monster believe it is your ally.|This spell functions like charm person, except that the effect is not restricted by creature type or size.|<p>This spell functions like <i>charm person</i>, except that the effect is not restricted by creature type or size.</p>|PFRPG Core|4|bard 3, sorcerer/wizard 4, witch 4, summoner 3, occultist 4, psychic 4, mesmerist 3|4|4|NULL|NULL|NULL|3|NULL|NULL|3|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|3|4|NULL|NULL|NULL|NULL|Charm (5)|Infernal (9), Oni (9)||||0
